year,drug,intent,nature,sex,jurisdiction,age_group,n,pop,rate_ht,rate_ht_lcl,rate_ht_ucl,rate_m,rate_m_lcl,rate_m_ucl
2008,Amphetamines,Accidental,Any mention,All,AUS,15-24,12,2973974,0.40350050134937293,0.20849555079049062,0.7048333143614427,4.03500501349373,2.084955507904906,7.0483331436144265
2009,Amphetamines,Accidental,Any mention,All,AUS,15-24,13,3043814,0.4270957423811047,0.22741046816619948,0.7303462054565997,4.270957423811047,2.2741046816619948,7.303462054565997
2010,Amphetamines,Accidental,Any mention,All,AUS,15-24,11,3065102,0.35887875835779687,0.17915072562233259,0.642132319031965,3.5887875835779686,1.7915072562233259,6.42132319031965
2011,Amphetamines,Accidental,Any mention,All,AUS,15-24,6,3065122,0.1957507727261753,0.0718369807418168,0.42606716816569,1.9575077272617531,0.7183698074181679,4.2606716816569
2012,Amphetamines,Accidental,Any mention,All,AUS,15-24,16,3092512,0.517378752289401,0.29572652638567837,0.8401906878866541,5.17378752289401,2.9572652638567836,8.40190687886654
2013,Amphetamines,Accidental,Any mention,All,AUS,15-24,15,3118366,0.48102115017929264,0.2692238647454749,0.7933712603411264,4.810211501792926,2.692238647454749,7.933712603411264
2014,Amphetamines,Accidental,Any mention,All,AUS,15-24,16,3141184,0.5093620749373484,0.29114430468448427,0.827172105988612,5.093620749373484,2.911443046844843,8.27172105988612
2015,Amphetamines,Accidental,Any mention,All,AUS,15-24,18,3154845,0.5705510096375574,0.3381439838415732,0.9017170434711536,5.7055100963755745,3.381439838415732,9.017170434711536
2016,Amphetamines,Accidental,Any mention,All,AUS,15-24,23,3172488,0.7249830417010246,0.4595774032348113,1.087830992207701,7.249830417010246,4.595774032348113,10.87830992207701
1997,Amphetamines,All,Any mention,All,AUS,15-24,7,2619372,0.26723962843002064,0.10744398021446665,0.5506157770116091,2.6723962843002065,1.0744398021446664,5.506157770116092
1998,Amphetamines,All,Any mention,All,AUS,15-24,16,2592341,0.617202752261373,0.3527845416810624,1.0022986114009431,6.17202752261373,3.527845416810624,10.02298611400943
1999,Amphetamines,All,Any mention,All,AUS,15-24,20,2583566,0.7741238272991672,0.47285584328733254,1.1955714659156,7.741238272991672,4.728558432873325,11.955714659156001
2e3,Amphetamines,All,Any mention,All,AUS,15-24,25,2595640,0.9631535960302662,0.6233022954343124,1.4218047851429358,9.631535960302662,6.233022954343124,14.218047851429358
2001,Amphetamines,All,Any mention,All,AUS,15-24,12,2630115,0.4562538139967264,0.235754081919079,0.7969826229061304,4.5625381399672635,2.35754081919079,7.9698262290613044
2002,Amphetamines,All,Any mention,All,AUS,15-24,10,2667594,0.3748696390830089,0.17976455889468074,0.6893987023033316,3.748696390830089,1.7976455889468075,6.893987023033316
2003,Amphetamines,All,Any mention,All,AUS,15-24,10,2710380,0.36895195507640993,0.17692679945989012,0.6785158693143225,3.6895195507640994,1.7692679945989012,6.7851586931432255
2004,Amphetamines,All,Any mention,All,AUS,15-24,16,2748615,0.5821113542638747,0.3327267847865296,0.9453123789900486,5.821113542638747,3.327267847865296,9.453123789900486
2005,Amphetamines,All,Any mention,All,AUS,15-24,10,2794180,0.3578867503167298,0.1716206037979289,0.6581665611636163,3.578867503167298,1.716206037979289,6.581665611636163
2006,Amphetamines,All,Any mention,All,AUS,15-24,17,2841117,0.5983562098991347,0.3485644940323658,0.95802625728870106,5.983562098991348,3.485644940323658,9.58026257288701
2007,Amphetamines,All,Any mention,All,AUS,15-24,17,2903862,0.5854272689266914,0.34103291051425755,0.9373257703118476,5.854272689266914,3.4103291051425755,9.373257703118476
2008,Amphetamines,All,Any mention,All,AUS,15-24,13,2973974,0.4371255431284873,0.232750914012978,0.7474974579521121,4.371255431284872,2.3275091401297803,7.47497457952112
2009,Amphetamines,All,Any mention,All,AUS,15-24,15,3043814,0.49280277967050545,0.2758179528088404,0.8128032670934939,4.928027796705054,2.7581795280884043,8.128032670934939
2010,Amphetamines,All,Any mention,All,AUS,15-24,13,3065102,0.42412944169557815,0.22583103816800623,0.7252737445656539,4.241294416955782,2.2583103816800625,7.252737445656539
2011,Amphetamines,All,Any mention,All,AUS,15-24,6,3065122,0.1957507727261753,0.0718369807418168,0.42606716816569,1.9575077272617531,0.7183698074181679,4.2606716816569
2012,Amphetamines,All,Any mention,All,AUS,15-24,19,3092512,0.6143872683436636,0.36990217476597925,0.9594418620991939,6.143872683436636,3.6990217476597924,9.59441862099194
2013,Amphetamines,All,Any mention,All,AUS,15-24,15,3118366,0.48102115017929264,0.2692238647454749,0.7933712603411264,4.810211501792926,2.692238647454749,7.933712603411264
2014,Amphetamines,All,Any mention,All,AUS,15-24,17,3141184,0.5411972046209328,0.31526727170129254,0.8665091526091125,5.411972046209328,3.1526727170129254,8.665091526091125
2015,Amphetamines,All,Any mention,All,AUS,15-24,20,3154845,0.6339455662639527,0.3872311570357595,0.9790775109109016,6.339455662639527,3.8723115703575948,9.790775109109015
2016,Amphetamines,All,Any mention,All,AUS,15-24,23,3172488,0.7249830417010246,0.4595774032348113,1.087830992207701,7.249830417010246,4.595774032348113,10.87830992207701
1997,Amphetamines,Accidental,Underlying,All,AUS,25-34,3,2863015,0.10478464136583286,0.0216090805629462,0.3062253110262343,1.0478464136583285,0.21609080562946198,3.062253110262343
1998,Amphetamines,Accidental,Underlying,All,AUS,25-34,4,2860327,0.13984415068626768,0.03810365571569595,0.35805657013416387,1.3984415068626768,0.3810365571569595,3.5805657013416385
1999,Amphetamines,Accidental,Underlying,All,AUS,25-34,7,2857016,0.24501087848300462,0.09850688737561425,0.504816056004745,2.4501087848300465,0.9850688737561425,5.0481605600474495
2e3,Amphetamines,Accidental,Underlying,All,AUS,25-34,5,2855634,0.17509246633146966,0.0568520217611321,0.4086070543389807,1.7509246633146966,0.568520217611321,4.086070543389807
2001,Amphetamines,Accidental,Underlying,All,AUS,25-34,5,2851409,0.17535190497049002,0.05693626074331276,0.40921249705329565,1.7535190497049002,0.5693626074331276,4.092124970532956
2002,Amphetamines,Accidental,Underlying,All,AUS,25-34,8,2854494,0.28025982888736145,0.12099627539998511,0.552223585028148,2.8025982888736145,1.2099627539998512,5.522235850281479
2003,Amphetamines,Accidental,Underlying,All,AUS,25-34,1,2858260,0.03498632034874364,8.847888853771049e-4,0.19493129692652392,0.3498632034874364,0.008847888853771049,1.9493129692652391
2004,Amphetamines,Accidental,Underlying,All,AUS,25-34,7,2852818,0.2453714187165112,0.09865184296451014,0.5055589066889135,2.453714187165112,0.9865184296451014,5.055589066889135
2005,Amphetamines,Accidental,Underlying,All,AUS,25-34,12,2853071,0.4205994172595074,0.2173308505699993,0.734701642982161,4.205994172595074,2.173308505699993,7.34701642982161
2006,Amphetamines,Accidental,Underlying,All,AUS,25-34,9,2855732,0.3151556238470557,0.144109494085203,0.5982635824685049,3.151556238470557,1.44109494085203,5.982635824685048
2007,Amphetamines,Accidental,Underlying,All,AUS,25-34,5,2888102,0.17312407941270772,0.056212892172724065,0.40401349987301033,1.731240794127077,0.5621289217272406,4.040134998730103
2008,Amphetamines,Accidental,Underlying,All,AUS,25-34,8,2958352,0.2704208288939247,0.1167484944832816,0.5328368328452254,2.704208288939247,1.167484944832816,5.328368328452254
2009,Amphetamines,Accidental,Underlying,All,AUS,25-34,6,3053686,0.19648385590397965,0.07210600896271555,0.427662782166325,1.9648385590397965,0.7210600896271555,4.27662782166325
2010,Amphetamines,Accidental,Underlying,All,AUS,25-34,6,3125453,0.19197217171398837,0.07045030275141523,0.4178427417153149,1.9197217171398837,0.7045030275141523,4.178427417153149
2011,Amphetamines,Accidental,Underlying,All,AUS,25-34,8,3194331,0.2504436766258725,0.10812377995630545,0.4934738792320953,2.504436766258725,1.0812377995630547,4.934738792320953
2012,Amphetamines,Accidental,Underlying,All,AUS,25-34,9,3290393,0.27352355782424775,0.12507262620693788,0.51923294782415,2.7352355782424773,1.2507262620693789,5.1923294782415
2013,Amphetamines,Accidental,Underlying,All,AUS,25-34,12,3388170,0.35417349188499986,0.18300744861284957,0.618669060656566,3.5417349188499987,1.8300744861284957,6.18669060656566
2014,Amphetamines,Accidental,Underlying,All,AUS,25-34,20,3467570,0.5767727832459042,0.35230846950991057,0.8907787845406735,5.767727832459042,3.5230846950991057,8.907787845406736
2015,Amphetamines,Accidental,Underlying,All,AUS,25-34,19,3547607,0.5355722885877721,0.3224502923491492,0.8363625034689869,5.355722885877721,3.224502923491492,8.36362503468987
2016,Amphetamines,Accidental,Underlying,All,AUS,25-34,20,3614747,0.5532890683635674,0.33796397911623705,0.85451009155266,5.532890683635674,3.3796397911623703,8.5451009155266
1997,Amphetamines,Accidental,Any mention,All,AUS,25-34,13,2863015,0.4540667792519425,0.2417714076771628,0.7764674669939469,4.540667792519425,2.417714076771628,7.764674669939469
1998,Amphetamines,Accidental,Any mention,All,AUS,25-34,18,2860327,0.6292986780882046,0.37296150289902796,0.994563735548331,6.292986780882046,3.7296150289902794,9.94563735548331
1999,Amphetamines,Accidental,Any mention,All,AUS,25-34,33,2857016,1.1550512842770218,0.7950841570052193,1.6221219908428273,11.550512842770218,7.950841570052193,16.221219908428274
2e3,Amphetamines,Accidental,Any mention,All,AUS,25-34,47,2855634,1.6458691835158146,1.2093226948511773,2.1886570917345045,16.458691835158145,12.093226948511774,21.886570917345047
2001,Amphetamines,Accidental,Any mention,All,AUS,25-34,31,2851409,1.0871818108170381,0.7386872107440997,1.5431673781114807,10.87181810817038,7.386872107440997,15.431673781114807
2002,Amphetamines,Accidental,Any mention,All,AUS,25-34,26,2854494,0.9108444438839248,0.5949938181420895,1.3345985688913784,9.108444438839248,5.949938181420896,13.345985688913784
2003,Amphetamines,Accidental,Any mention,All,AUS,25-34,9,2858260,0.3148768831386928,0.14398203584100988,0.5977344457431963,3.1487688313869278,1.4398203584100988,5.977344457431963
2004,Amphetamines,Accidental,Any mention,All,AUS,25-34,24,2852818,0.8412734355994669,0.539019936854951,1.2517481914855706,8.412734355994669,5.39019936854951,12.517481914855706
2005,Amphetamines,Accidental,Any mention,All,AUS,25-34,25,2853071,0.876248785957307,0.5670620780629428,1.2935161348975928,8.76248785957307,5.670620780629428,12.935161348975928
2006,Amphetamines,Accidental,Any mention,All,AUS,25-34,33,2855732,1.1555706207725374,0.7954416443526295,1.622851332614479,11.555706207725374,7.954416443526295,16.22851332614479
2007,Amphetamines,Accidental,Any mention,All,AUS,25-34,25,2888102,0.8656203970635387,0.560183944376313,1.277826535388435,8.656203970635387,5.60183944376313,12.77826535388435
2008,Amphetamines,Accidental,Any mention,All,AUS,25-34,39,2958352,1.318301540857883,0.9374404746309849,1.8021608490909165,13.18301540857883,9.37440474630985,18.021608490909166
2009,Amphetamines,Accidental,Any mention,All,AUS,25-34,36,3053686,1.178903135423878,0.8256883132299067,1.6320989302916185,11.78903135423878,8.256883132299066,16.320989302916185
2010,Amphetamines,Accidental,Any mention,All,AUS,25-34,28,3125453,0.895870134665279,0.5952991966973514,1.2947827546405821,8.95870134665279,5.9529919669735145,12.947827546405822
2011,Amphetamines,Accidental,Any mention,All,AUS,25-34,37,3194331,1.1583020043946604,0.8155514772225566,1.5965667576358076,11.583020043946604,8.155514772225565,15.965667576358076
2012,Amphetamines,Accidental,Any mention,All,AUS,25-34,37,3290393,1.1244857377219075,0.7917417055615563,1.5499554878355097,11.244857377219075,7.917417055615563,15.499554878355097
2013,Amphetamines,Accidental,Any mention,All,AUS,25-34,51,3388170,1.5052373405112494,1.120748055804107,1.9791089340112158,15.052373405112494,11.20748055804107,19.79108934011216
2014,Amphetamines,Accidental,Any mention,All,AUS,25-34,65,3467570,1.8745115455491885,1.446708199699956,2.3892187427641685,18.745115455491884,14.46708199699956,23.892187427641684
2015,Amphetamines,Accidental,Any mention,All,AUS,25-34,67,3547607,1.8885970176516171,1.4636370031220194,2.3984514461464577,18.88597017651617,14.636370031220194,23.984514461464578
2016,Amphetamines,Accidental,Any mention,All,AUS,25-34,84,3614747,2.323814087126983,1.8535647616175452,2.8770398768382255,23.23814087126983,18.535647616175453,28.770398768382254
1997,Amphetamines,All,Any mention,All,AUS,25-34,15,2863015,0.5239232068291643,0.2932358182583352,0.8641316806321017,5.239232068291643,2.9323581825833522,8.641316806321017
1998,Amphetamines,All,Any mention,All,AUS,25-34,20,2860327,0.6992207534313385,0.4271030129137265,1.0798897433439265,6.992207534313385,4.271030129137265,10.798897433439265
1999,Amphetamines,All,Any mention,All,AUS,25-34,37,2857016,1.2950575005530245,0.9118399637201213,1.785066197559113,12.950575005530245,9.118399637201213,17.85066197559113
2e3,Amphetamines,All,Any mention,All,AUS,25-34,53,2855634,1.8559801431135783,1.390256138448819,2.427667173689869,18.55980143113578,13.902561384488191,24.27667173689869
2001,Amphetamines,All,Any mention,All,AUS,25-34,35,2851409,1.2274633347934303,0.8549732326822944,1.7071045238733331,12.274633347934303,8.549732326822944,17.07104523873333
2002,Amphetamines,All,Any mention,All,AUS,25-34,28,2854494,0.9809094011057652,0.651807171504066,1.417688264483888,9.809094011057653,6.5180717150406595,14.17688264483888
2003,Amphetamines,All,Any mention,All,AUS,25-34,10,2858260,0.3498632034874364,0.16777300130852232,0.6434109709656062,3.4986320348743636,1.6777300130852233,6.434109709656061
2004,Amphetamines,All,Any mention,All,AUS,25-34,24,2852818,0.8412734355994669,0.539019936854951,1.2517481914855706,8.412734355994669,5.39019936854951,12.517481914855706
2005,Amphetamines,All,Any mention,All,AUS,25-34,28,2853071,0.9813986402721839,0.6521322673762158,1.418395351829545,9.81398640272184,6.521322673762158,14.18395351829545
2006,Amphetamines,All,Any mention,All,AUS,25-34,38,2855732,1.3306570784653462,0.9416519440560285,1.826430810515432,13.306570784653463,9.416519440560284,18.26430810515432
2007,Amphetamines,All,Any mention,All,AUS,25-34,29,2888102,1.0041196605937046,0.6724757330888279,1.442082590808919,10.041196605937046,6.724757330888279,14.42082590808919
2008,Amphetamines,All,Any mention,All,AUS,25-34,45,2958352,1.5211171625283266,1.1095132225418327,2.0353744408803918,15.211171625283267,11.095132225418327,20.35374440880392
2009,Amphetamines,All,Any mention,All,AUS,25-34,40,3053686,1.3098923726931977,0.9358063139030565,1.7837015099226927,13.098923726931977,9.358063139030564,17.837015099226928
2010,Amphetamines,All,Any mention,All,AUS,25-34,34,3125453,1.0878423063792673,0.7533624069512287,1.520150876130712,10.878423063792672,7.533624069512287,15.201508761307121
2011,Amphetamines,All,Any mention,All,AUS,25-34,40,3194331,1.2522183831293625,0.8946031702655013,1.7051659108056705,12.522183831293624,8.946031702655013,17.051659108056704
2012,Amphetamines,All,Any mention,All,AUS,25-34,48,3290393,1.458792308395988,1.0755982364654653,1.934146936752159,14.587923083959879,10.755982364654653,19.34146936752159
2013,Amphetamines,All,Any mention,All,AUS,25-34,56,3388170,1.652809628796666,1.2485148392638206,2.1463114083080455,16.52809628796666,12.485148392638205,21.463114083080455
2014,Amphetamines,All,Any mention,All,AUS,25-34,72,3467570,2.076382019685255,1.6246410445255346,2.614859732419332,20.76382019685255,16.246410445255346,26.148597324193318
2015,Amphetamines,All,Any mention,All,AUS,25-34,77,3547607,2.170477169539918,1.7129065764602804,2.7127232330745334,21.70477169539918,17.129065764602803,27.127232330745336
2016,Amphetamines,All,Any mention,All,AUS,25-34,87,3614747,2.406807447381518,1.9277541014759771,2.9687878944968102,24.06807447381518,19.27754101475977,29.6878789449681
1997,Amphetamines,Accidental,Underlying,All,AUS,35-44,0,2845815,0,0,0.12962472263209843,0,0,1.2962472263209843
1998,Amphetamines,Accidental,Underlying,All,AUS,35-44,1,2881490,0.03470426758378478,8.776558931379126e-4,0.193359799531911,0.3470426758378478,0.008776558931379125,1.9335979953191098
1999,Amphetamines,Accidental,Underlying,All,AUS,35-44,2,2913704,0.06864115229275176,0.008312568442756636,0.24795562622900172,0.6864115229275176,0.08312568442756636,2.4795562622900174
2e3,Amphetamines,Accidental,Underlying,All,AUS,35-44,2,2936641,0.06810502203027201,0.008247642092422527,0.24601893795188015,0.6810502203027201,0.08247642092422527,2.4601893795188015
2001,Amphetamines,Accidental,Underlying,All,AUS,35-44,4,2953197,0.13544643313669896,0.03690539955252204,0.3467966664879256,1.3544643313669895,0.3690539955252204,3.467966664879256
2002,Amphetamines,Accidental,Underlying,All,AUS,35-44,3,2966659,0.1011238568369334,0.020854139888650303,0.295526940861007,1.011238568369334,0.20854139888650303,2.95526940861007
2003,Amphetamines,Accidental,Underlying,All,AUS,35-44,7,2972788,0.23546919591978976,0.0946706436322832,0.48515654296991667,2.354691959197898,0.9467064363228319,4.851565429699167
2004,Amphetamines,Accidental,Underlying,All,AUS,35-44,1,2981621,0.03353880322146913,8.481818042997296e-4,0.18686624784075714,0.33538803221469127,0.008481818042997295,1.8686624784075714
2005,Amphetamines,Accidental,Underlying,All,AUS,35-44,7,2996044,0.23364142849704478,0.0939357877729192,0.48139064348269006,2.3364142849704477,0.939357877729192,4.813906434826901
2006,Amphetamines,Accidental,Underlying,All,AUS,35-44,5,3025272,0.16527439516182346,0.05366412220449226,0.38569497123241836,1.6527439516182345,0.5366412220449226,3.856949712324184
2007,Amphetamines,Accidental,Underlying,All,AUS,35-44,8,3059917,0.2614449999787576,0.11287336949061204,0.5151508717789856,2.614449999787576,1.1287336949061204,5.151508717789856
2008,Amphetamines,Accidental,Underlying,All,AUS,35-44,2,3088962,0.06474666894574942,0.007840939422995097,0.2338874029418126,0.6474666894574942,0.07840939422995097,2.338874029418126
2009,Amphetamines,Accidental,Underlying,All,AUS,35-44,7,3116343,0.22462225756279072,0.09030962039234061,0.4628077041142302,2.246222575627907,0.9030962039234061,4.628077041142302
2010,Amphetamines,Accidental,Underlying,All,AUS,35-44,5,3137648,0.15935503281438834,0.05174212222334331,0.3718811660869036,1.5935503281438834,0.5174212222334331,3.7188116608690356
2011,Amphetamines,Accidental,Underlying,All,AUS,35-44,6,3161154,0.18980410318510266,0.06965466095144969,0.4131237676564812,1.8980410318510266,0.6965466095144969,4.131237676564812
2012,Amphetamines,Accidental,Underlying,All,AUS,35-44,6,3192465,0.1879425459636989,0.06897150323819337,0.4090719399029766,1.8794254596369888,0.6897150323819337,4.090719399029766
2013,Amphetamines,Accidental,Underlying,All,AUS,35-44,14,3214188,0.4355687968469797,0.23812962390675482,0.7308102766060498,4.3556879684697964,2.3812962390675483,7.3081027660604985
2014,Amphetamines,Accidental,Underlying,All,AUS,35-44,23,3221600,0.7139309659796375,0.4525713300327787,1.0712474449984555,7.139309659796375,4.525713300327787,10.712474449984555
2015,Amphetamines,Accidental,Underlying,All,AUS,35-44,32,3231643,0.9902083862604873,0.6773017944617254,1.3978795326169462,9.902083862604874,6.773017944617255,13.978795326169461
2016,Amphetamines,Accidental,Underlying,All,AUS,35-44,31,3236348,0.9578697964495784,0.6508259806734699,1.359619345772914,9.578697964495785,6.508259806734698,13.59619345772914
1997,Amphetamines,Accidental,Any mention,All,AUS,35-44,5,2845815,0.17569659306736382,0.057048179980015816,0.41001688339201275,1.7569659306736383,0.5704817998001581,4.100168833920128
1998,Amphetamines,Accidental,Any mention,All,AUS,35-44,9,2881490,0.312338408254063,0.14282128126869256,0.5929156293757564,3.12338408254063,1.4282128126869256,5.929156293757564
1999,Amphetamines,Accidental,Any mention,All,AUS,35-44,15,2913704,0.5148086421956383,0.2881344660304848,0.8490985919039534,5.148086421956383,2.881344660304848,8.490985919039534
2e3,Amphetamines,Accidental,Any mention,All,AUS,35-44,18,2936641,0.612945198272448,0.3632694145122499,0.9687181735900817,6.12945198272448,3.632694145122499,9.687181735900817
2001,Amphetamines,Accidental,Any mention,All,AUS,35-44,9,2953197,0.3047544745575727,0.1393534172501614,0.5785189599237532,3.047544745575727,1.393534172501614,5.785189599237532
2002,Amphetamines,Accidental,Any mention,All,AUS,35-44,11,2966659,0.3707874750687558,0.18509550555236137,0.66344027248481,3.7078747506875582,1.8509550555236136,6.6344027248480995
2003,Amphetamines,Accidental,Any mention,All,AUS,35-44,11,2972788,0.37002302215966965,0.1847138939629946,0.662072457009889,3.7002302215966965,1.847138939629946,6.62072457009889
2004,Amphetamines,Accidental,Any mention,All,AUS,35-44,13,2981621,0.43600444187909865,0.2321539748850817,0.7455803420406801,4.360044418790986,2.321539748850817,7.455803420406801
2005,Amphetamines,Accidental,Any mention,All,AUS,35-44,24,2996044,0.801056326275582,0.5132520677996276,1.1919083204844396,8.01056326275582,5.132520677996276,11.919083204844396
2006,Amphetamines,Accidental,Any mention,All,AUS,35-44,20,3025272,0.6610975806472938,0.403816344321595,1.0210115949606196,6.610975806472938,4.03816344321595,10.210115949606195
2007,Amphetamines,Accidental,Any mention,All,AUS,35-44,23,3059917,0.7516543749389282,0.47648475329023626,1.127851104721803,7.516543749389282,4.764847532902363,11.278511047218029
2008,Amphetamines,Accidental,Any mention,All,AUS,35-44,21,3088962,0.6798400239303688,0.4208325141045,1.0392076728745263,6.798400239303688,4.208325141045,10.392076728745263
2009,Amphetamines,Accidental,Any mention,All,AUS,35-44,24,3116343,0.7701334545009968,0.49343919402282344,1.1458975382804402,7.701334545009968,4.934391940228235,11.458975382804402
2010,Amphetamines,Accidental,Any mention,All,AUS,35-44,29,3137648,0.9242591903234524,0.6189918402846049,1.3273896927508821,9.242591903234525,6.1899184028460486,13.273896927508822
2011,Amphetamines,Accidental,Any mention,All,AUS,35-44,26,3161154,0.8224844471354448,0.53727413594013,1.2051306602933693,8.224844471354448,5.372741359401299,12.051306602933693
2012,Amphetamines,Accidental,Any mention,All,AUS,35-44,44,3192465,1.3782453370671253,1.0014351096004974,1.8502300347303244,13.782453370671252,10.014351096004974,18.502300347303244
2013,Amphetamines,Accidental,Any mention,All,AUS,35-44,57,3214188,1.7733872443055603,1.3431462635542728,2.297629317154021,17.733872443055603,13.431462635542728,22.97629317154021
2014,Amphetamines,Accidental,Any mention,All,AUS,35-44,86,3221600,2.66948100322821,2.1352402530151573,3.2967873199182116,26.6948100322821,21.352402530151572,32.967873199182115
2015,Amphetamines,Accidental,Any mention,All,AUS,35-44,102,3231643,3.156289231205303,2.5735761653246993,3.8315197864992885,31.56289231205303,25.735761653246993,38.31519786499288
2016,Amphetamines,Accidental,Any mention,All,AUS,35-44,132,3236348,4.078671391333689,3.41259061669329,4.836783882907074,40.78671391333689,34.1259061669329,48.36783882907074
1997,Amphetamines,All,Any mention,All,AUS,35-44,7,2845815,0.24597523029430937,0.09889460605918793,0.5068029893237799,2.4597523029430937,0.9889460605918793,5.0680298932377985
1998,Amphetamines,All,Any mention,All,AUS,35-44,9,2881490,0.312338408254063,0.14282128126869256,0.5929156293757564,3.12338408254063,1.4282128126869256,5.929156293757564
1999,Amphetamines,All,Any mention,All,AUS,35-44,17,2913704,0.58344979448839,0.33988095894152354,0.9341596421700016,5.8344979448839,3.3988095894152353,9.341596421700016
2e3,Amphetamines,All,Any mention,All,AUS,35-44,21,2936641,0.715102731317856,0.4426607285103165,1.0931104658750737,7.1510273131785596,4.426607285103165,10.931104658750737
2001,Amphetamines,All,Any mention,All,AUS,35-44,9,2953197,0.3047544745575727,0.1393534172501614,0.5785189599237532,3.047544745575727,1.393534172501614,5.785189599237532
2002,Amphetamines,All,Any mention,All,AUS,35-44,14,2966659,0.4719113319056892,0.2579984351439126,0.7917868623740868,4.719113319056892,2.579984351439126,7.917868623740868
2003,Amphetamines,All,Any mention,All,AUS,35-44,11,2972788,0.37002302215966965,0.1847138939629946,0.662072457009889,3.7002302215966965,1.847138939629946,6.62072457009889
2004,Amphetamines,All,Any mention,All,AUS,35-44,13,2981621,0.43600444187909865,0.2321539748850817,0.7455803420406801,4.360044418790986,2.321539748850817,7.455803420406801
2005,Amphetamines,All,Any mention,All,AUS,35-44,28,2996044,0.9345657139881791,0.6210121280646503,1.350708682796271,9.34565713988179,6.210121280646503,13.507086827962711
2006,Amphetamines,All,Any mention,All,AUS,35-44,22,3025272,0.7272073387120233,0.4557360313513588,1.1010006656735691,7.2720733871202325,4.5573603135135885,11.01000665673569
2007,Amphetamines,All,Any mention,All,AUS,35-44,31,3059917,1.0130993749176855,0.6883517954574006,1.4380133024697987,10.130993749176856,6.883517954574005,14.380133024697987
2008,Amphetamines,All,Any mention,All,AUS,35-44,31,3088962,1.003573368659116,0.6818793371043809,1.4244919006622545,10.03573368659116,6.8187933710438084,14.244919006622546
2009,Amphetamines,All,Any mention,All,AUS,35-44,28,3116343,0.8984890302511629,0.597039433789967,1.2985677907854403,8.984890302511628,5.970394337899671,12.985677907854402
2010,Amphetamines,All,Any mention,All,AUS,35-44,35,3137648,1.1154852297007185,0.7769763754345256,1.5513700718860552,11.154852297007185,7.769763754345256,15.513700718860552
2011,Amphetamines,All,Any mention,All,AUS,35-44,29,3161154,0.9173864987279962,0.6143890837603325,1.3175193662442324,9.173864987279961,6.143890837603325,13.175193662442323
2012,Amphetamines,All,Any mention,All,AUS,35-44,52,3192465,1.628835398352057,1.2164921765690673,2.1360005982922625,16.28835398352057,12.164921765690673,21.360005982922626
2013,Amphetamines,All,Any mention,All,AUS,35-44,62,3214188,1.9289475288937674,1.4789130020377645,2.4728234674829603,19.289475288937673,14.789130020377645,24.728234674829604
2014,Amphetamines,All,Any mention,All,AUS,35-44,102,3221600,3.1661286317357837,2.5815990190086935,3.8434641474428615,31.66128631735784,25.815990190086936,38.434641474428616
2015,Amphetamines,All,Any mention,All,AUS,35-44,111,3231643,3.4347853398410657,2.8256007187654886,4.136368139053766,34.347853398410656,28.256007187654888,41.36368139053766
2016,Amphetamines,All,Any mention,All,AUS,35-44,147,3236348,4.542156776712517,3.837583338891823,5.338627575835931,45.42156776712517,38.37583338891823,53.386275758359304
1997,Amphetamines,Accidental,Underlying,All,AUS,45-54,0,2376709,0,0,0.15520956921409612,0,0,1.5520956921409612
1998,Amphetamines,Accidental,Underlying,All,AUS,45-54,0,2460560,0,0,0.14992033522339024,0,0,1.4992033522339023
1999,Amphetamines,Accidental,Underlying,All,AUS,45-54,0,2525485,0,0,0.14606619324100723,0,0,1.4606619324100723
2e3,Amphetamines,Accidental,Underlying,All,AUS,45-54,2,2583189,0.07742368057466953,0.009376148598470257,0.279681161527843,0.7742368057466953,0.093761485984702575,2.79681161527843
2001,Amphetamines,Accidental,Underlying,All,AUS,45-54,0,2642230,0,0,0.13961236532673732,0,0,1.3961236532673733
2002,Amphetamines,Accidental,Underlying,All,AUS,45-54,3,2659000,0.11282437006393381,0.023267063477970445,0.32972081942375864,1.128243700639338,0.23267063477970445,3.2972081942375864
2003,Amphetamines,Accidental,Underlying,All,AUS,45-54,0,2693054,0,0,0.13697756526132232,0,0,1.3697756526132232
2004,Amphetamines,Accidental,Underlying,All,AUS,45-54,3,2734333,0.10971597095159952,0.022626037789809587,0.3206367545020209,1.0971597095159953,0.2262603778980959,3.2063675450202087
2005,Amphetamines,Accidental,Underlying,All,AUS,45-54,5,2776548,0.18007972489580587,0.0584713703166049,0.42024564207434584,1.8007972489580588,0.584713703166049,4.2024564207434585
2006,Amphetamines,Accidental,Underlying,All,AUS,45-54,1,2825567,0.03539112680746909,8.950262653541623e-4,0.19718673411503115,0.35391126807469087,0.008950262653541622,1.9718673411503116
2007,Amphetamines,Accidental,Underlying,All,AUS,45-54,4,2882908,0.1387487911511571,0.03780520059686589,0.3552520146609405,1.387487911511571,0.37805200596865884,3.552520146609405
2008,Amphetamines,Accidental,Underlying,All,AUS,45-54,1,2935638,0.034064145511129094,8.61467483224418e-4,0.18979326768259785,0.34064145511129096,0.00861467483224418,1.8979326768259785
2009,Amphetamines,Accidental,Underlying,All,AUS,45-54,3,2984512,0.10051894581090644,0.02072939287492341,0.2937591334354743,1.0051894581090643,0.2072939287492341,2.937591334354743
