year,sex,age,location,n
1999,female,87,WA,1897
2e3,female,87,WA,1965
2001,female,87,WA,2141
2002,female,87,WA,2227
2003,female,87,WA,2214
2004,female,87,WA,2063
2005,female,87,WA,1958
2006,female,87,WA,2102
2007,female,87,WA,2643
2008,female,87,WA,2623
2009,female,87,WA,2742
2010,female,87,WA,2761
2011,female,87,WA,2881
2012,female,87,WA,2993
2013,female,87,WA,3049
2014,female,87,WA,3134
2015,female,87,WA,3227
2016,female,87,WA,3076
2017,female,87,WA,3251
1971,female,88,WA,347
1972,female,88,WA,370
1973,female,88,WA,351
1974,female,88,WA,385
1975,female,88,WA,429
1976,female,88,WA,433
1977,female,88,WA,503
1978,female,88,WA,508
1979,female,88,WA,538
1980,female,88,WA,598
1981,female,88,WA,594
1982,female,88,WA,587
1983,female,88,WA,653
1984,female,88,WA,661
1985,female,88,WA,641
1986,female,88,WA,719
1987,female,88,WA,797
1988,female,88,WA,967
1989,female,88,WA,963
1990,female,88,WA,978
1991,female,88,WA,1018
1992,female,88,WA,1112
1993,female,88,WA,1169
1994,female,88,WA,1218
1995,female,88,WA,1222
1996,female,88,WA,1344
1997,female,88,WA,1466
1998,female,88,WA,1557
1999,female,88,WA,1602
2e3,female,88,WA,1695
2001,female,88,WA,1789
2002,female,88,WA,1916
2003,female,88,WA,2006
2004,female,88,WA,1988
2005,female,88,WA,1862
2006,female,88,WA,1757
2007,female,88,WA,1895
2008,female,88,WA,2365
2009,female,88,WA,2407
2010,female,88,WA,2492
2011,female,88,WA,2534
2012,female,88,WA,2615
2013,female,88,WA,2735
2014,female,88,WA,2801
2015,female,88,WA,2850
2016,female,88,WA,2942
2017,female,88,WA,2793
1971,female,89,WA,297
1972,female,89,WA,309
1973,female,89,WA,312
1974,female,89,WA,292
1975,female,89,WA,330
1976,female,89,WA,355
1977,female,89,WA,375
1978,female,89,WA,439
1979,female,89,WA,435
1980,female,89,WA,472
1981,female,89,WA,515
1982,female,89,WA,528
1983,female,89,WA,520
1984,female,89,WA,566
1985,female,89,WA,571
1986,female,89,WA,573
1987,female,89,WA,637
1988,female,89,WA,704
1989,female,89,WA,839
1990,female,89,WA,812
1991,female,89,WA,844
1992,female,89,WA,895
1993,female,89,WA,975
1994,female,89,WA,1029
1995,female,89,WA,1068
1996,female,89,WA,1065
1997,female,89,WA,1187
1998,female,89,WA,1300
1999,female,89,WA,1367
2e3,female,89,WA,1406
2001,female,89,WA,1521
2002,female,89,WA,1566
2003,female,89,WA,1702
2004,female,89,WA,1796
2005,female,89,WA,1789
2006,female,89,WA,1676
2007,female,89,WA,1561
2008,female,89,WA,1687
2009,female,89,WA,2105
2010,female,89,WA,2163
2011,female,89,WA,2249
2012,female,89,WA,2292
2013,female,89,WA,2346
2014,female,89,WA,2472
2015,female,89,WA,2509
2016,female,89,WA,2553
2017,female,89,WA,2633
1971,female,90,WA,245
1972,female,90,WA,250
1973,female,90,WA,254
1974,female,90,WA,268
1975,female,90,WA,236
1976,female,90,WA,277
1977,female,90,WA,299
1978,female,90,WA,316
1979,female,90,WA,365
1980,female,90,WA,370
1981,female,90,WA,394
1982,female,90,WA,435
1983,female,90,WA,452
1984,female,90,WA,443
1985,female,90,WA,462
1986,female,90,WA,489
1987,female,90,WA,495
1988,female,90,WA,552
1989,female,90,WA,597
1990,female,90,WA,729
1991,female,90,WA,660
1992,female,90,WA,731
1993,female,90,WA,777
1994,female,90,WA,835
1995,female,90,WA,890
1996,female,90,WA,907
1997,female,90,WA,926
1998,female,90,WA,1032
1999,female,90,WA,1148
2e3,female,90,WA,1190
2001,female,90,WA,1250
2002,female,90,WA,1311
2003,female,90,WA,1378
2004,female,90,WA,1516
2005,female,90,WA,1576
2006,female,90,WA,1568
2007,female,90,WA,1476
2008,female,90,WA,1364
2009,female,90,WA,1484
2010,female,90,WA,1861
2011,female,90,WA,1944
2012,female,90,WA,1969
2013,female,90,WA,2045
2014,female,90,WA,2076
2015,female,90,WA,2195
2016,female,90,WA,2227
2017,female,90,WA,2251
1971,female,91,WA,174
1972,female,91,WA,199
1973,female,91,WA,203
1974,female,91,WA,212
1975,female,91,WA,215
1976,female,91,WA,196
1977,female,91,WA,231
1978,female,91,WA,249
1979,female,91,WA,263
1980,female,91,WA,292
1981,female,91,WA,301
1982,female,91,WA,334
1983,female,91,WA,362
1984,female,91,WA,388
1985,female,91,WA,371
1986,female,91,WA,401
1987,female,91,WA,390
1988,female,91,WA,419
1989,female,91,WA,467
1990,female,91,WA,510
1991,female,91,WA,607
1992,female,91,WA,554
1993,female,91,WA,629
1994,female,91,WA,686
1995,female,91,WA,713
1996,female,91,WA,765
1997,female,91,WA,782
1998,female,91,WA,778
1999,female,91,WA,896
2e3,female,91,WA,1002
2001,female,91,WA,1043
2002,female,91,WA,1054
2003,female,91,WA,1119
2004,female,91,WA,1191
2005,female,91,WA,1312
2006,female,91,WA,1355
2007,female,91,WA,1368
2008,female,91,WA,1264
2009,female,91,WA,1189
2010,female,91,WA,1279
2011,female,91,WA,1619
2012,female,91,WA,1679
2013,female,91,WA,1720
2014,female,91,WA,1766
2015,female,91,WA,1815
2016,female,91,WA,1897
2017,female,91,WA,1943
1971,female,92,WA,147
1972,female,92,WA,143
1973,female,92,WA,168
1974,female,92,WA,162
1975,female,92,WA,171
1976,female,92,WA,163
1977,female,92,WA,151
1978,female,92,WA,185
1979,female,92,WA,206
1980,female,92,WA,222
1981,female,92,WA,236
1982,female,92,WA,249
1983,female,92,WA,281
1984,female,92,WA,294
1985,female,92,WA,312
1986,female,92,WA,315
1987,female,92,WA,329
1988,female,92,WA,334
1989,female,92,WA,354
1990,female,92,WA,392
1991,female,92,WA,438
1992,female,92,WA,519
1993,female,92,WA,456
1994,female,92,WA,537
1995,female,92,WA,575
1996,female,92,WA,588
1997,female,92,WA,630
1998,female,92,WA,657
1999,female,92,WA,671
2e3,female,92,WA,769
2001,female,92,WA,873
2002,female,92,WA,869
2003,female,92,WA,897
2004,female,92,WA,937
2005,female,92,WA,1014
2006,female,92,WA,1107
2007,female,92,WA,1138
2008,female,92,WA,1147
2009,female,92,WA,1045
2010,female,92,WA,1014
2011,female,92,WA,1089
2012,female,92,WA,1384
2013,female,92,WA,1442
2014,female,92,WA,1466
2015,female,92,WA,1529
2016,female,92,WA,1552
2017,female,92,WA,1628
1971,female,93,WA,85
1972,female,93,WA,115
1973,female,93,WA,113
1974,female,93,WA,125
1975,female,93,WA,115
1976,female,93,WA,140
1977,female,93,WA,126
1978,female,93,WA,120
1979,female,93,WA,149
1980,female,93,WA,166
1981,female,93,WA,190
1982,female,93,WA,201
1983,female,93,WA,193
1984,female,93,WA,228
1985,female,93,WA,246
1986,female,93,WA,274
1987,female,93,WA,255
1988,female,93,WA,276
1989,female,93,WA,276
1990,female,93,WA,286
1991,female,93,WA,300
1992,female,93,WA,360
1993,female,93,WA,410
1994,female,93,WA,364
1995,female,93,WA,440
1996,female,93,WA,470
1997,female,93,WA,473
1998,female,93,WA,515
1999,female,93,WA,557
2e3,female,93,WA,567
2001,female,93,WA,643
2002,female,93,WA,718
2003,female,93,WA,731
2004,female,93,WA,715
2005,female,93,WA,787
2006,female,93,WA,846
2007,female,93,WA,930
2008,female,93,WA,937
2009,female,93,WA,960
2010,female,93,WA,882
2011,female,93,WA,842
2012,female,93,WA,894
2013,female,93,WA,1143
2014,female,93,WA,1209
2015,female,93,WA,1224
2016,female,93,WA,1282
2017,female,93,WA,1309
1971,female,94,WA,58
1972,female,94,WA,65
1973,female,94,WA,88
1974,female,94,WA,85
1975,female,94,WA,90
1976,female,94,WA,89
1977,female,94,WA,117
1978,female,94,WA,103
1979,female,94,WA,92
1980,female,94,WA,119
1981,female,94,WA,128
1982,female,94,WA,145
1983,female,94,WA,168
1984,female,94,WA,147
1985,female,94,WA,185
1986,female,94,WA,207
1987,female,94,WA,217
1988,female,94,WA,205
1989,female,94,WA,217
1990,female,94,WA,224
1991,female,94,WA,232
1992,female,94,WA,231
1993,female,94,WA,281
1994,female,94,WA,341
1995,female,94,WA,306
1996,female,94,WA,361
1997,female,94,WA,384
1998,female,94,WA,394
1999,female,94,WA,418
2e3,female,94,WA,465
2001,female,94,WA,485
2002,female,94,WA,523
2003,female,94,WA,568
2004,female,94,WA,573
2005,female,94,WA,582
2006,female,94,WA,637
2007,female,94,WA,727
2008,female,94,WA,748
2009,female,94,WA,780
2010,female,94,WA,784
2011,female,94,WA,712
2012,female,94,WA,697
2013,female,94,WA,741
2014,female,94,WA,948
2015,female,94,WA,997
2016,female,94,WA,1014
2017,female,94,WA,1069
1971,female,95,WA,69
1972,female,95,WA,39
1973,female,95,WA,53
1974,female,95,WA,63
1975,female,95,WA,64
1976,female,95,WA,72
1977,female,95,WA,73
1978,female,95,WA,87
1979,female,95,WA,81
1980,female,95,WA,73
1981,female,95,WA,92
1982,female,95,WA,114
1983,female,95,WA,114
1984,female,95,WA,125
1985,female,95,WA,112
1986,female,95,WA,140
1987,female,95,WA,159
1988,female,95,WA,175
1989,female,95,WA,161
1990,female,95,WA,170
1991,female,95,WA,166
1992,female,95,WA,181
1993,female,95,WA,185
1994,female,95,WA,230
1995,female,95,WA,261
1996,female,95,WA,250
1997,female,95,WA,284
1998,female,95,WA,302
1999,female,95,WA,324
2e3,female,95,WA,336
2001,female,95,WA,384
2002,female,95,WA,370
2003,female,95,WA,399
2004,female,95,WA,446
2005,female,95,WA,457
2006,female,95,WA,464
2007,female,95,WA,485
2008,female,95,WA,582
2009,female,95,WA,567
2010,female,95,WA,608
2011,female,95,WA,635
2012,female,95,WA,569
2013,female,95,WA,549
2014,female,95,WA,600
2015,female,95,WA,732
2016,female,95,WA,818
2017,female,95,WA,813
1971,female,96,WA,44
1972,female,96,WA,54
1973,female,96,WA,29
1974,female,96,WA,43
1975,female,96,WA,45
1976,female,96,WA,52
1977,female,96,WA,54
1978,female,96,WA,53
1979,female,96,WA,65
1980,female,96,WA,61
1981,female,96,WA,57
1982,female,96,WA,75
1983,female,96,WA,90
1984,female,96,WA,84
1985,female,96,WA,99
1986,female,96,WA,97
1987,female,96,WA,105
1988,female,96,WA,126
1989,female,96,WA,142
1990,female,96,WA,119
1991,female,96,WA,115
1992,female,96,WA,135
1993,female,96,WA,144
1994,female,96,WA,151
1995,female,96,WA,176
1996,female,96,WA,217
1997,female,96,WA,182
1998,female,96,WA,214
1999,female,96,WA,239
2e3,female,96,WA,263
2001,female,96,WA,266
2002,female,96,WA,303
2003,female,96,WA,269
2004,female,96,WA,309
2005,female,96,WA,347
2006,female,96,WA,344
2007,female,96,WA,358
2008,female,96,WA,362
2009,female,96,WA,448
2010,female,96,WA,412
2011,female,96,WA,462
2012,female,96,WA,489
2013,female,96,WA,442
2014,female,96,WA,449
2015,female,96,WA,454
2016,female,96,WA,599
2017,female,96,WA,677
1971,female,97,WA,18
1972,female,97,WA,30
1973,female,97,WA,40
1974,female,97,WA,19
1975,female,97,WA,35
1976,female,97,WA,25
1977,female,97,WA,38
1978,female,97,WA,42
1979,female,97,WA,34
1980,female,97,WA,47
1981,female,97,WA,37
1982,female,97,WA,44
1983,female,97,WA,66
1984,female,97,WA,72
1985,female,97,WA,58
1986,female,97,WA,68
1987,female,97,WA,71
1988,female,97,WA,81
1989,female,97,WA,93
1990,female,97,WA,107
1991,female,97,WA,77
1992,female,97,WA,86
1993,female,97,WA,107
1994,female,97,WA,111
1995,female,97,WA,119
1996,female,97,WA,128
1997,female,97,WA,154
1998,female,97,WA,133
1999,female,97,WA,162
2e3,female,97,WA,177
2001,female,97,WA,216
2002,female,97,WA,199
2003,female,97,WA,229
2004,female,97,WA,200
2005,female,97,WA,233
2006,female,97,WA,268
2007,female,97,WA,264
2008,female,97,WA,266
2009,female,97,WA,268
2010,female,97,WA,335
2011,female,97,WA,300
2012,female,97,WA,336
2013,female,97,WA,342
2014,female,97,WA,320
2015,female,97,WA,354
2016,female,97,WA,328
2017,female,97,WA,483
1971,female,98,WA,18
1972,female,98,WA,13
1973,female,98,WA,17
1974,female,98,WA,28
1975,female,98,WA,14
1976,female,98,WA,28
1977,female,98,WA,17
1978,female,98,WA,24
1979,female,98,WA,30
1980,female,98,WA,24
1981,female,98,WA,31
1982,female,98,WA,14
1983,female,98,WA,31
1984,female,98,WA,51
1985,female,98,WA,54
1986,female,98,WA,56
1987,female,98,WA,48
1988,female,98,WA,54
1989,female,98,WA,59
1990,female,98,WA,70
1991,female,98,WA,75
1992,female,98,WA,39
1993,female,98,WA,55
1994,female,98,WA,72
1995,female,98,WA,84
1996,female,98,WA,95
1997,female,98,WA,89
1998,female,98,WA,110
1999,female,98,WA,100
2e3,female,98,WA,120
2001,female,98,WA,133
2002,female,98,WA,160
2003,female,98,WA,154
2004,female,98,WA,162
2005,female,98,WA,148
2006,female,98,WA,164
2007,female,98,WA,206
2008,female,98,WA,197
2009,female,98,WA,195
2010,female,98,WA,183
2011,female,98,WA,247
2012,female,98,WA,221
2013,female,98,WA,236
2014,female,98,WA,228
2015,female,98,WA,248
2016,female,98,WA,264
2017,female,98,WA,237
1971,female,99,WA,17
1972,female,99,WA,12
1973,female,99,WA,7
1974,female,99,WA,13
1975,female,99,WA,19
1976,female,99,WA,10
1977,female,99,WA,20
1978,female,99,WA,13
1979,female,99,WA,12
1980,female,99,WA,26
1981,female,99,WA,19
1982,female,99,WA,24
1983,female,99,WA,0
1984,female,99,WA,21
1985,female,99,WA,44
1986,female,99,WA,47
1987,female,99,WA,39
1988,female,99,WA,36
1989,female,99,WA,39
1990,female,99,WA,44
1991,female,99,WA,44
1992,female,99,WA,53
1993,female,99,WA,44
1994,female,99,WA,43
1995,female,99,WA,62
1996,female,99,WA,73
1997,female,99,WA,67
1998,female,99,WA,59
1999,female,99,WA,79
2e3,female,99,WA,69
2001,female,99,WA,91
2002,female,99,WA,96
2003,female,99,WA,124
2004,female,99,WA,115
2005,female,99,WA,121
2006,female,99,WA,106
2007,female,99,WA,118
2008,female,99,WA,140
2009,female,99,WA,131
2010,female,99,WA,135
2011,female,99,WA,132
2012,female,99,WA,173
2013,female,99,WA,145
2014,female,99,WA,144
2015,female,99,WA,140
2016,female,99,WA,174
2017,female,99,WA,181
1971,female,100,WA,12
1972,female,100,WA,19
1973,female,100,WA,19
1974,female,100,WA,8
1975,female,100,WA,5
1976,female,100,WA,12
1977,female,100,WA,11
1978,female,100,WA,10
1979,female,100,WA,11
1980,female,100,WA,9
1981,female,100,WA,33
1982,female,100,WA,39
1983,female,100,WA,45
1984,female,100,WA,10
1985,female,100,WA,6
1986,female,100,WA,40
1987,female,100,WA,58
1988,female,100,WA,69
1989,female,100,WA,71
1990,female,100,WA,74
1991,female,100,WA,69
1992,female,100,WA,71
1993,female,100,WA,55
1994,female,100,WA,56
1995,female,100,WA,82
1996,female,100,WA,100
1997,female,100,WA,119
1998,female,100,WA,119
1999,female,100,WA,111
2e3,female,100,WA,130
2001,female,100,WA,121
2002,female,100,WA,128
2003,female,100,WA,138
2004,female,100,WA,179
2005,female,100,WA,199
2006,female,100,WA,192
2007,female,100,WA,196
2008,female,100,WA,211
2009,female,100,WA,215
2010,female,100,WA,228
2011,female,100,WA,226
2012,female,100,WA,226
2013,female,100,WA,258
2014,female,100,WA,240
2015,female,100,WA,225
2016,female,100,WA,175
2017,female,100,WA,206
1971,persons,0,WA,22499
1972,persons,0,WA,23003
1973,persons,0,WA,21017
1974,persons,0,WA,20315
1975,persons,0,WA,20202
1976,persons,0,WA,20051
1977,persons,0,WA,20770
1978,persons,0,WA,20941
1979,persons,0,WA,20380
1980,persons,0,WA,20194
1981,persons,0,WA,21051
1982,persons,0,WA,22298
1983,persons,0,WA,22526
1984,persons,0,WA,22448
1985,persons,0,WA,23017
1986,persons,0,WA,23191
1987,persons,0,WA,23871
1988,persons,0,WA,24307
1989,persons,0,WA,24812
1990,persons,0,WA,25387
1991,persons,0,WA,25243
1992,persons,0,WA,24748
1993,persons,0,WA,24622
1994,persons,0,WA,24917
1995,persons,0,WA,25178
1996,persons,0,WA,25337
1997,persons,0,WA,24762
1998,persons,0,WA,24716
1999,persons,0,WA,25278
2e3,persons,0,WA,25077
2001,persons,0,WA,24867
2002,persons,0,WA,24383
2003,persons,0,WA,24096
2004,persons,0,WA,24550
2005,persons,0,WA,25425
2006,persons,0,WA,26810
2007,persons,0,WA,29130
2008,persons,0,WA,30315
2009,persons,0,WA,30544
2010,persons,0,WA,31256
2011,persons,0,WA,31245
2012,persons,0,WA,32959
2013,persons,0,WA,34443
2014,persons,0,WA,34593
2015,persons,0,WA,34800
2016,persons,0,WA,35517
2017,persons,0,WA,34759
1971,persons,1,WA,21469
1972,persons,1,WA,22714
1973,persons,1,WA,23044
1974,persons,1,WA,21418
1975,persons,1,WA,20659
1976,persons,1,WA,20291
1977,persons,1,WA,20316
1978,persons,1,WA,20743
1979,persons,1,WA,20947
1980,persons,1,WA,20452
1981,persons,1,WA,20489
1982,persons,1,WA,21405
1983,persons,1,WA,22496
1984,persons,1,WA,22595
1985,persons,1,WA,22738
1986,persons,1,WA,23515
1987,persons,1,WA,23656
1988,persons,1,WA,24286
1989,persons,1,WA,24728
1990,persons,1,WA,25159
1991,persons,1,WA,25696
1992,persons,1,WA,25359
1993,persons,1,WA,24762
1994,persons,1,WA,24751
1995,persons,1,WA,25135
1996,persons,1,WA,25428
1997,persons,1,WA,25572
1998,persons,1,WA,25016
1999,persons,1,WA,24947
2e3,persons,1,WA,25450
2001,persons,1,WA,25434
2002,persons,1,WA,24968
2003,persons,1,WA,24650
2004,persons,1,WA,24453
2005,persons,1,WA,25012
2006,persons,1,WA,25767
2007,persons,1,WA,27504
2008,persons,1,WA,29637
2009,persons,1,WA,30737
2010,persons,1,WA,30629
2011,persons,1,WA,31515
2012,persons,1,WA,32296
2013,persons,1,WA,33601
2014,persons,1,WA,34505
2015,persons,1,WA,34432
2016,persons,1,WA,34528
2017,persons,1,WA,35376
1971,persons,2,WA,21722
1972,persons,2,WA,21725
1973,persons,2,WA,22921
1974,persons,2,WA,23409
1975,persons,2,WA,21869
1976,persons,2,WA,21043
1977,persons,2,WA,20609
1978,persons,2,WA,20572
1979,persons,2,WA,20715
1980,persons,2,WA,21071
1981,persons,2,WA,20739
1982,persons,2,WA,21076
1983,persons,2,WA,21774
1984,persons,2,WA,22621
1985,persons,2,WA,22895
1986,persons,2,WA,23335
1987,persons,2,WA,24045
1988,persons,2,WA,24284
1989,persons,2,WA,24874
1990,persons,2,WA,25054
1991,persons,2,WA,25363
1992,persons,2,WA,25833
1993,persons,2,WA,25510
1994,persons,2,WA,24917
1995,persons,2,WA,25026
1996,persons,2,WA,25373
1997,persons,2,WA,25745
1998,persons,2,WA,25764
1999,persons,2,WA,25324
2e3,persons,2,WA,25117
2001,persons,2,WA,25654
2002,persons,2,WA,25463
2003,persons,2,WA,25192
2004,persons,2,WA,24990
2005,persons,2,WA,24931
2006,persons,2,WA,25655
2007,persons,2,WA,26608
2008,persons,2,WA,28413
2009,persons,2,WA,30245
2010,persons,2,WA,30972
2011,persons,2,WA,31089
2012,persons,2,WA,32620
2013,persons,2,WA,33366
2014,persons,2,WA,33981
2015,persons,2,WA,34612
2016,persons,2,WA,34223
2017,persons,2,WA,34441
1971,persons,3,WA,20812
1972,persons,3,WA,21921
1973,persons,3,WA,21864
1974,persons,3,WA,23365
1975,persons,3,WA,23842
1976,persons,3,WA,22270
1977,persons,3,WA,21304
1978,persons,3,WA,20828
1979,persons,3,WA,20759
1980,persons,3,WA,20733
1981,persons,3,WA,21389
1982,persons,3,WA,21227
1983,persons,3,WA,21356
1984,persons,3,WA,21906
1985,persons,3,WA,22849
1986,persons,3,WA,23419
1987,persons,3,WA,23858
1988,persons,3,WA,24632
1989,persons,3,WA,25008
1990,persons,3,WA,25324
1991,persons,3,WA,25236
1992,persons,3,WA,25547
1993,persons,3,WA,25976
1994,persons,3,WA,25760
1995,persons,3,WA,25172
1996,persons,3,WA,25265
1997,persons,3,WA,25777
1998,persons,3,WA,26057
1999,persons,3,WA,25956
2e3,persons,3,WA,25628
2001,persons,3,WA,25409
2002,persons,3,WA,25863
2003,persons,3,WA,25636
2004,persons,3,WA,25586
2005,persons,3,WA,25364
2006,persons,3,WA,25611
2007,persons,3,WA,26396
2008,persons,3,WA,27419
2009,persons,3,WA,29383
2010,persons,3,WA,30599
2011,persons,3,WA,31446
2012,persons,3,WA,32082
2013,persons,3,WA,33484
2014,persons,3,WA,33838
2015,persons,3,WA,34174
2016,persons,3,WA,34542
2017,persons,3,WA,34228
1971,persons,4,WA,20768
1972,persons,4,WA,21001
1973,persons,4,WA,21996
1974,persons,4,WA,22233
1975,persons,4,WA,23879
1976,persons,4,WA,24180
1977,persons,4,WA,22476
1978,persons,4,WA,21493
1979,persons,4,WA,21012
1980,persons,4,WA,21022
1981,persons,4,WA,20953
1982,persons,4,WA,21936
1983,persons,4,WA,21558
1984,persons,4,WA,21552
1985,persons,4,WA,22158
1986,persons,4,WA,23284
1987,persons,4,WA,23945
1988,persons,4,WA,24431
1989,persons,4,WA,25263
1990,persons,4,WA,25558
1991,persons,4,WA,25596
1992,persons,4,WA,25457
1993,persons,4,WA,25689
1994,persons,4,WA,26243
1995,persons,4,WA,26075
1996,persons,4,WA,25442
1997,persons,4,WA,25742
1998,persons,4,WA,26198
1999,persons,4,WA,26399
2e3,persons,4,WA,26234
2001,persons,4,WA,25833
2002,persons,4,WA,25586
2003,persons,4,WA,26202
2004,persons,4,WA,25936
2005,persons,4,WA,25984
2006,persons,4,WA,25927
2007,persons,4,WA,26320
2008,persons,4,WA,27201
2009,persons,4,WA,28340
2010,persons,4,WA,30059
2011,persons,4,WA,31120
2012,persons,4,WA,32520
2013,persons,4,WA,33038
2014,persons,4,WA,33926
2015,persons,4,WA,34288
2016,persons,4,WA,34061
2017,persons,4,WA,34612
1971,persons,5,WA,20085
1972,persons,5,WA,20980
1973,persons,5,WA,21054
1974,persons,5,WA,22283
1975,persons,5,WA,22680
1976,persons,5,WA,24253
1977,persons,5,WA,24431
1978,persons,5,WA,22609
1979,persons,5,WA,21639
1980,persons,5,WA,21252
1981,persons,5,WA,21484
1982,persons,5,WA,21556
1983,persons,5,WA,22207
1984,persons,5,WA,21605
1985,persons,5,WA,21771
1986,persons,5,WA,22642
1987,persons,5,WA,23745
1988,persons,5,WA,24467
1989,persons,5,WA,25026
1990,persons,5,WA,25702
1991,persons,5,WA,25871
1992,persons,5,WA,25813
1993,persons,5,WA,25596
1994,persons,5,WA,25939
1995,persons,5,WA,26558
1996,persons,5,WA,26421
1997,persons,5,WA,25810
1998,persons,5,WA,26203
1999,persons,5,WA,26566
2e3,persons,5,WA,26716
2001,persons,5,WA,26391
