nature,intent,drug,sex,state,age_group,n,year,pop
Underlying,All,Other Synthetic Narcotics,All,AUS,25-34,51,2016,3614747
Underlying,All,Other Synthetic Narcotics,All,AUS,35-44,83,2016,3236348
Underlying,All,Other Synthetic Narcotics,All,AUS,45-54,47,2016,3157138
Underlying,All,Other Synthetic Narcotics,All,AUS,55-64,21,2016,2783662
Underlying,All,Other Synthetic Narcotics,All,AUS,65-74,7,2016,2084469
Underlying,All,Other Synthetic Narcotics,All,AUS,75-84,5,2016,1106311
Underlying,All,Other Synthetic Narcotics,All,AUS,15-54,193,2016,13180721
Underlying,All,Other Synthetic Narcotics,All,AUS,15-64,214,2016,15964383
Underlying,All,Other Synthetic Narcotics,All,AUS,Allages,230,2016,24210809
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,31,1997,2619372
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,44,1997,2863015
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,27,1997,2845815
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,7,1997,2376709
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,2,1997,1572718
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,2,1997,1293537
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,1997,731247
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,109,1997,10704911
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,110,1997,12277629
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,112,1997,18423037
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,38,1998,2592341
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,81,1998,2860327
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,56,1998,2881490
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,7,1998,2460560
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,4,1998,1617841
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,1998,1296598
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,2,1998,758134
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,182,1998,10794718
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,185,1998,12412559
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,186,1998,18607584
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,35,1999,2583566
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,56,1999,2857016
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,37,1999,2913704
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,11,1999,2525485
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,4,1999,1680815
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,1999,1300015
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,1999,784073
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,139,1999,10879771
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,140,1999,12560586
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,141,1999,18812264
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,18,2e3,2595640
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,38,2e3,2855634
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,30,2e3,2936641
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,1,2e3,2583189
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,1,2e3,1750096
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2e3,1302006
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,3,2e3,811132
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,90,2e3,10971104
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,92,2e3,12721200
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,93,2e3,19028802
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,13,2001,2630115
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,26,2001,2851409
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,26,2001,2953197
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,3,2001,2642230
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,1,2001,1818447
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2001,1311961
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2001,843667
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,69,2001,11076951
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,72,2001,12895398
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,74,2001,19274701
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,6,2002,2667594
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,25,2002,2854494
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,16,2002,2966659
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,10,2002,2659000
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,3,2002,1917188
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2002,1324605
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,4,2002,868512
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,57,2002,11147747
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,58,2002,13064935
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,59,2002,19495210
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,7,2003,2710380
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,27,2003,2858260
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,15,2003,2972788
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,9,2003,2693054
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,3,2003,2005259
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2003,1336825
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2003,895039
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,58,2003,11234482
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,59,2003,13239741
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,59,2003,19720737
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,8,2004,2748615
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,31,2004,2852818
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,13,2004,2981621
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,7,2004,2734333
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,0,2004,2082254
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2004,1353404
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,4,2004,919175
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,59,2004,11317387
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,59,2004,13399641
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,62,2004,19932722
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,5,2005,2794180
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,16,2005,2853071
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,16,2005,2996044
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,6,2005,2776548
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,2,2005,2161731
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,2,2005,1373971
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2005,935717
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,43,2005,11419843
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,44,2005,13581574
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,47,2005,20176844
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,2,2006,2841117
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,7,2006,2855732
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,6,2006,3025272
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,12,2006,2825567
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,1,2006,2236827
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2006,1397253
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2006,948119
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,28,2006,11547688
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,30,2006,13784515
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,31,2006,20450966
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,4,2007,2903862
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,22,2007,2888102
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,10,2007,3059917
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,10,2007,2882908
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,2,2007,2309362
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,1,2007,1440885
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,2,2007,958589
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,45,2007,11734789
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,49,2007,14044151
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,53,2007,20827622
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,8,2008,2973974
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,24,2008,2958352
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,23,2008,3088962
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,11,2008,2935638
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,4,2008,2386210
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2008,1485037
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,1,2008,967574
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,66,2008,11956926
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,69,2008,14343136
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,71,2008,21249199
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,8,2009,3043814
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,26,2009,3053686
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,33,2009,3116343
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,22,2009,2984512
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,7,2009,2444692
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,5,2009,1546161
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,3,2009,976176
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,89,2009,12198355
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,96,2009,14643047
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,102,2009,21691653
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,1,2010,3065102
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,25,2010,3125453
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,31,2010,3137648
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,16,2010,3015387
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,12,2010,2502787
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,2,2010,1613289
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2010,986792
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,76,2010,12343590
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,88,2010,14846377
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,92,2010,22031750
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,7,2011,3065122
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,30,2011,3194331
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,29,2011,3161154
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,22,2011,3035900
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,6,2011,2561993
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,3,2011,1681931
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2011,1002373
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,88,2011,12456507
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,94,2011,15018500
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,98,2011,22340024
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,3,2012,3092512
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,19,2012,3290393
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,22,2012,3192465
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,18,2012,3058142
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,2,2012,2590518
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,1,2012,1776418
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,3,2012,1017201
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,63,2012,12633512
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,66,2012,15224030
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,70,2012,22742475
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,3,2013,3118366
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,7,2013,3388170
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,9,2013,3214188
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,11,2013,3080735
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,2,2013,2634301
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2013,1859229
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,4,2013,1034415
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,28,2013,12801459
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,31,2013,15435760
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,33,2013,23145901
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,1,2014,3141184
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,3,2014,3467570
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,13,2014,3221600
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,9,2014,3104578
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,1,2014,2683589
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2014,1933242
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,4,2014,1056839
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,26,2014,12934932
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,29,2014,15618521
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,31,2014,23504138
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,0,2015,3154845
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,3,2015,3547607
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,2,2015,3231643
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,5,2015,3125999
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,1,2015,2731562
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,0,2015,2007971
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2015,1080275
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,10,2015,13060094
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,14,2015,15791656
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,14,2015,23850784
Underlying,Accidental,Other Opioids NEC,All,AUS,15-24,0,2016,3172488
Underlying,Accidental,Other Opioids NEC,All,AUS,25-34,2,2016,3614747
Underlying,Accidental,Other Opioids NEC,All,AUS,35-44,3,2016,3236348
Underlying,Accidental,Other Opioids NEC,All,AUS,45-54,2,2016,3157138
Underlying,Accidental,Other Opioids NEC,All,AUS,55-64,4,2016,2783662
Underlying,Accidental,Other Opioids NEC,All,AUS,65-74,4,2016,2084469
Underlying,Accidental,Other Opioids NEC,All,AUS,75-84,0,2016,1106311
Underlying,Accidental,Other Opioids NEC,All,AUS,15-54,5,2016,13180721
Underlying,Accidental,Other Opioids NEC,All,AUS,15-64,7,2016,15964383
Underlying,Accidental,Other Opioids NEC,All,AUS,Allages,9,2016,24210809
Underlying,All,Other Opioids NEC,All,AUS,15-24,34,1997,2619372
Underlying,All,Other Opioids NEC,All,AUS,25-34,47,1997,2863015
Underlying,All,Other Opioids NEC,All,AUS,35-44,31,1997,2845815
Underlying,All,Other Opioids NEC,All,AUS,45-54,9,1997,2376709
Underlying,All,Other Opioids NEC,All,AUS,55-64,4,1997,1572718
Underlying,All,Other Opioids NEC,All,AUS,65-74,1,1997,1293537
Underlying,All,Other Opioids NEC,All,AUS,75-84,1,1997,731247
Underlying,All,Other Opioids NEC,All,AUS,15-54,121,1997,10704911
Underlying,All,Other Opioids NEC,All,AUS,15-64,124,1997,12277629
Underlying,All,Other Opioids NEC,All,AUS,Allages,127,1997,18423037
Underlying,All,Other Opioids NEC,All,AUS,15-24,41,1998,2592341
Underlying,All,Other Opioids NEC,All,AUS,25-34,88,1998,2860327
Underlying,All,Other Opioids NEC,All,AUS,35-44,62,1998,2881490
Underlying,All,Other Opioids NEC,All,AUS,45-54,7,1998,2460560
Underlying,All,Other Opioids NEC,All,AUS,55-64,1,1998,1617841
Underlying,All,Other Opioids NEC,All,AUS,65-74,4,1998,1296598
Underlying,All,Other Opioids NEC,All,AUS,75-84,3,1998,758134
Underlying,All,Other Opioids NEC,All,AUS,15-54,198,1998,10794718
Underlying,All,Other Opioids NEC,All,AUS,15-64,201,1998,12412559
Underlying,All,Other Opioids NEC,All,AUS,Allages,206,1998,18607584
Underlying,All,Other Opioids NEC,All,AUS,15-24,35,1999,2583566
Underlying,All,Other Opioids NEC,All,AUS,25-34,64,1999,2857016
Underlying,All,Other Opioids NEC,All,AUS,35-44,40,1999,2913704
Underlying,All,Other Opioids NEC,All,AUS,45-54,13,1999,2525485
Underlying,All,Other Opioids NEC,All,AUS,55-64,3,1999,1680815
Underlying,All,Other Opioids NEC,All,AUS,65-74,4,1999,1300015
Underlying,All,Other Opioids NEC,All,AUS,75-84,0,1999,784073
Underlying,All,Other Opioids NEC,All,AUS,15-54,152,1999,10879771
Underlying,All,Other Opioids NEC,All,AUS,15-64,153,1999,12560586
Underlying,All,Other Opioids NEC,All,AUS,Allages,155,1999,18812264
Underlying,All,Other Opioids NEC,All,AUS,15-24,19,2e3,2595640
Underlying,All,Other Opioids NEC,All,AUS,25-34,42,2e3,2855634
Underlying,All,Other Opioids NEC,All,AUS,35-44,32,2e3,2936641
Underlying,All,Other Opioids NEC,All,AUS,45-54,1,2e3,2583189
Underlying,All,Other Opioids NEC,All,AUS,55-64,1,2e3,1750096
Underlying,All,Other Opioids NEC,All,AUS,65-74,0,2e3,1302006
Underlying,All,Other Opioids NEC,All,AUS,75-84,1,2e3,811132
Underlying,All,Other Opioids NEC,All,AUS,15-54,97,2e3,10971104
Underlying,All,Other Opioids NEC,All,AUS,15-64,99,2e3,12721200
Underlying,All,Other Opioids NEC,All,AUS,Allages,100,2e3,19028802
Underlying,All,Other Opioids NEC,All,AUS,15-24,14,2001,2630115
Underlying,All,Other Opioids NEC,All,AUS,25-34,29,2001,2851409
Underlying,All,Other Opioids NEC,All,AUS,35-44,28,2001,2953197
Underlying,All,Other Opioids NEC,All,AUS,45-54,2,2001,2642230
Underlying,All,Other Opioids NEC,All,AUS,55-64,3,2001,1818447
Underlying,All,Other Opioids NEC,All,AUS,65-74,0,2001,1311961
Underlying,All,Other Opioids NEC,All,AUS,75-84,0,2001,843667
Underlying,All,Other Opioids NEC,All,AUS,15-54,75,2001,11076951
Underlying,All,Other Opioids NEC,All,AUS,15-64,79,2001,12895398
Underlying,All,Other Opioids NEC,All,AUS,Allages,81,2001,19274701
Underlying,All,Other Opioids NEC,All,AUS,15-24,6,2002,2667594
Underlying,All,Other Opioids NEC,All,AUS,25-34,30,2002,2854494
Underlying,All,Other Opioids NEC,All,AUS,35-44,19,2002,2966659
Underlying,All,Other Opioids NEC,All,AUS,45-54,10,2002,2659000
Underlying,All,Other Opioids NEC,All,AUS,55-64,4,2002,1917188
Underlying,All,Other Opioids NEC,All,AUS,65-74,0,2002,1324605
Underlying,All,Other Opioids NEC,All,AUS,75-84,1,2002,868512
Underlying,All,Other Opioids NEC,All,AUS,15-54,65,2002,11147747
Underlying,All,Other Opioids NEC,All,AUS,15-64,68,2002,13064935
Underlying,All,Other Opioids NEC,All,AUS,Allages,70,2002,19495210
Underlying,All,Other Opioids NEC,All,AUS,15-24,8,2003,2710380
Underlying,All,Other Opioids NEC,All,AUS,25-34,30,2003,2858260
Underlying,All,Other Opioids NEC,All,AUS,35-44,20,2003,2972788
Underlying,All,Other Opioids NEC,All,AUS,45-54,10,2003,2693054
Underlying,All,Other Opioids NEC,All,AUS,55-64,1,2003,2005259
Underlying,All,Other Opioids NEC,All,AUS,65-74,0,2003,1336825
Underlying,All,Other Opioids NEC,All,AUS,75-84,0,2003,895039
Underlying,All,Other Opioids NEC,All,AUS,15-54,68,2003,11234482
Underlying,All,Other Opioids NEC,All,AUS,15-64,70,2003,13239741
Underlying,All,Other Opioids NEC,All,AUS,Allages,70,2003,19720737
Underlying,All,Other Opioids NEC,All,AUS,15-24,9,2004,2748615
Underlying,All,Other Opioids NEC,All,AUS,25-34,33,2004,2852818
Underlying,All,Other Opioids NEC,All,AUS,35-44,14,2004,2981621
Underlying,All,Other Opioids NEC,All,AUS,45-54,8,2004,2734333
Underlying,All,Other Opioids NEC,All,AUS,55-64,0,2004,2082254
Underlying,All,Other Opioids NEC,All,AUS,65-74,0,2004,1353404
